Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Armon Binns,2TM,WR,23,11,5,40,24,0,0,0,0,0,0,277,1,55.7,0,1,1
Delone Carter,IND,RB,25,10,0,2,1,0,0,0,122,3,32,13,0,32.5,0,1,0
Robert Meachem,SDG,WR,28,15,3,32,14,0,0,0,-6,0,1,207,2,46.1,0,0,0
Eddie Royal,SDG,WR,26,10,2,44,23,0,0,0,22,0,3,234,1,54.6,0,1,0
Evan Royster,WAS,RB,25,16,0,23,15,0,0,0,88,2,23,109,0,46.7,0,0,0
John Skelton,ARI,QB,24,7,6,0,0,1132,2,201,5,0,4,0,0,31.8,9,4,2
Damian Williams,TEN,WR,24,13,2,45,30,0,0,0,0,0,0,324,0,62.4,0,0,0
Devin Hester,CHI,WR,30,15,5,40,23,0,0,0,6,0,3,242,1,53.8,0,1,0
Santonio Holmes,NYJ,WR,28,4,4,41,20,0,0,0,0,0,0,272,1,51.2,0,1,1
Marvin Jones,CIN,WR,22,11,5,32,18,0,0,0,47,0,3,201,1,48.8,0,0,0
Jason Snelling,ATL,RB,29,16,2,35,31,0,0,0,63,0,18,203,1,61.6,0,1,1
Michael Robinson,SEA,RB,29,16,6,15,13,0,0,0,49,0,12,126,2,42.5,0,0,0
Jordan Cameron,CLE,TE,24,14,6,40,20,0,0,0,0,0,0,226,1,48.6,0,0,0
Clay Harbor,PHI,TE,25,14,9,39,25,0,0,0,0,0,0,186,2,53.6,0,1,1
DuJuan Harris,GNB,RB,24,4,2,2,2,0,0,0,157,2,34,17,0,31.4,0,0,0
Damaris Johnson,PHI,WR,23,14,1,31,19,0,0,0,12,0,3,256,0,47.8,0,2,2
Kyle Williams,SFO,WR,24,11,3,22,14,0,0,0,21,0,4,212,1,43.3,0,1,0
Darrel Young,WAS,RB,25,16,8,9,8,0,0,0,60,0,14,109,2,36.9,0,0,0
Rashard Mendenhall,PIT,RB,25,6,4,10,9,0,0,0,182,0,51,62,1,37.4,0,3,1
Brian Quick,STL,WR,23,15,1,27,11,0,0,0,0,0,0,156,2,38.6,0,0,0
Jordan Shipley,2TM,WR,27,7,2,39,23,0,0,0,0,0,0,244,1,51.4,0,1,1
LeGarrette Blount,TAM,RB,26,13,0,2,1,0,0,0,151,2,41,2,0,28.3,0,0,0
Ryan Grant,2TM,RB,30,5,1,2,1,0,0,0,132,2,32,34,0,27.6,0,1,1
John Kuhn,GNB,RB,30,14,3,18,15,0,0,0,63,1,23,148,0,42.1,0,0,0
Jorvorskie Lane,MIA,RB,25,16,5,12,11,0,0,0,13,2,13,79,1,38.2,0,3,1
Tashard Choice,BUF,RB,28,12,0,9,4,0,0,0,193,1,47,9,0,30.2,0,0,0
Braylon Edwards,2TM,WR,29,13,4,35,18,0,0,0,0,0,0,199,1,43.9,0,0,0
Derek Hagan,OAK,WR,28,14,2,36,20,0,0,0,0,0,0,259,0,45.9,0,0,0
Terrelle Pryor,OAK,QB,23,3,1,1,1,155,2,30,51,1,10,22,0,26.5,1,0,0
Chris Rainey,PIT,RB,24,16,0,22,14,0,0,0,102,2,26,60,0,40.2,0,4,1
Dante Rosario,SDG,TE,28,13,2,18,10,0,0,0,0,0,0,95,3,35.5,0,1,1
Mohamed Massaquoi,CLE,WR,26,9,5,33,17,0,0,0,0,0,0,254,0,42.4,0,0,0
Darius Reynaud,TEN,RB,28,16,0,10,5,0,0,0,33,0,16,35,0,29.8,0,1,0
Jerome Simpson,MIN,WR,26,12,10,52,26,0,0,0,0,0,0,274,0,51.4,0,2,1
Brandon Tate,CIN,WR,25,16,3,25,13,0,0,0,0,0,1,211,1,38.1,0,4,1
Clyde Gates,NYJ,WR,26,11,2,33,16,0,0,0,12,0,1,224,0,39.6,0,0,0
Vonta Leach,BAL,RB,31,16,13,24,21,0,0,0,32,1,9,143,0,44.5,0,0,0
Joe McKnight,NYJ,RB,24,15,0,2,1,0,0,0,179,0,30,18,0,24.7,0,3,1
LaVon Brazill,IND,WR,23,15,0,24,11,0,0,0,0,0,0,186,1,33.6,0,1,1
Juron Criner,OAK,WR,23,12,0,33,16,0,0,0,0,0,0,151,1,39.1,0,1,0
Ed Dickson,BAL,TE,25,13,11,33,21,0,0,0,0,0,0,225,0,43.5,0,0,0
Laurent Robinson,JAX,WR,27,7,4,43,24,0,0,0,0,0,0,252,0,47.2,0,1,1
Luke Stocker,TAM,TE,24,16,11,27,16,0,0,0,0,0,0,165,1,38.5,0,0,0
Mike Thomas,2TM,WR,25,16,4,40,18,0,0,0,57,0,7,108,1,40.5,0,1,0
Ramses Barden,NYG,WR,26,12,1,21,14,0,0,0,0,0,0,220,0,36.0,0,0,0
Early Doucet,ARI,WR,27,12,3,53,28,0,0,0,9,0,2,207,0,49.6,0,0,0
Jamie Harper,TEN,RB,23,10,0,1,1,0,0,0,30,3,19,8,0,22.8,0,0,0
Jerricho Cotchery,PIT,WR,30,14,2,27,17,0,0,0,0,0,0,205,0,37.5,0,0,0
Will Heller,DET,TE,31,16,5,23,17,0,0,0,0,0,0,150,1,38.0,0,0,0
Jacob Hester,DEN,RB,27,3,0,1,1,0,0,0,81,2,17,7,0,21.8,0,0,0
Lestar Jean,HOU,WR,24,14,1,12,6,0,0,0,0,0,0,151,1,27.1,0,0,0
Niles Paul,WAS,TE,23,16,4,15,8,0,0,0,-1,0,1,152,1,29.1,0,1,0
Leon Washington,SEA,RB,30,16,0,8,4,0,0,0,83,1,23,31,0,25.4,0,2,1
Armando Allen,CHI,RB,23,15,0,3,2,0,0,0,124,1,27,16,0,22.0,0,0,0
Anthony Dixon,SFO,RB,25,16,0,0,0,0,0,0,78,2,21,0,0,19.8,0,0,0
Donald Driver,GNB,WR,37,13,1,13,8,0,0,0,0,0,0,77,2,27.7,0,0,0
Will Johnson,PIT,RB,23,16,7,26,15,0,0,0,7,0,2,137,1,35.4,0,0,0
Keshawn Martin,HOU,WR,22,16,1,28,10,0,0,0,53,0,4,85,1,29.8,0,1,0
Chris Ogbonnaya,CLE,RB,26,15,1,32,24,0,0,0,30,0,8,187,0,43.7,0,1,1
Jalen Parmele,JAX,RB,27,11,2,9,7,0,0,0,143,0,40,60,0,27.3,0,0,0
Curtis Brinkley,SDG,RB,27,10,1,15,12,0,0,0,115,0,39,77,0,31.2,0,1,0
Kris Durham,DET,WR,24,4,3,21,8,0,0,0,0,0,0,125,1,26.5,0,0,0
Marlon Moore,MIA,WR,25,14,2,9,6,0,0,0,9,0,1,116,1,24.5,0,0,0
Devin Aromashodu,MIN,WR,28,15,0,22,11,0,0,0,0,0,0,182,0,29.2,0,0,0
Tandon Doss,BAL,WR,23,14,0,17,7,0,0,0,0,0,0,123,1,25.3,0,0,0
Byron Leftwich,PIT,QB,32,2,1,0,0,272,0,53,31,1,1,0,0,18.0,1,1,0
Tyrod Taylor,BAL,QB,23,7,0,0,0,179,0,29,73,1,14,0,0,18.5,1,0,0
Jason Campbell,CHI,QB,31,6,1,0,0,265,2,51,28,0,7,0,0,17.4,2,2,0
Jed Collins,NOR,RB,26,15,7,16,14,0,0,0,0,0,0,70,2,31.0,0,1,1
Brian Leonard,CIN,RB,28,15,0,15,11,0,0,0,106,0,33,67,0,28.3,0,0,0
Ryan Williams,ARI,RB,22,5,3,10,7,0,0,0,164,0,58,44,0,23.8,0,2,2
Jeremy Stewart,OAK,RB,23,4,0,8,8,0,0,0,101,0,25,62,0,24.3,0,0,0
Charlie Batch,PIT,QB,38,2,2,0,0,475,1,70,0,0,0,0,0,15.0,4,1,0
Deion Branch,NWE,WR,33,10,4,29,16,0,0,0,0,0,0,145,0,30.5,0,0,0
Shaun Hill,DET,QB,32,1,0,0,0,172,2,13,-1,0,1,0,0,14.8,0,0,0
LaMichael James,SFO,RB,23,4,0,5,3,0,0,0,125,0,27,29,0,18.4,0,1,0
Dion Lewis,PHI,RB,22,9,0,2,2,0,0,0,69,1,13,24,0,17.3,0,0,0
Rishard Matthews,MIA,TE,23,8,1,20,11,0,0,0,0,0,0,151,0,26.1,0,0,0
Danny Ware,TAM,RB,27,16,1,20,14,0,0,0,51,0,11,100,0,29.1,0,0,0
Gary Barnidge,CAR,TE,27,16,5,6,6,0,0,0,0,0,0,78,1,19.8,0,0,0
Baron Batch,PIT,RB,25,12,0,5,4,0,0,0,49,1,25,31,0,18.0,0,0,0
Brian Hoyer,ARI,QB,27,2,1,0,0,330,1,53,6,0,1,0,0,13.8,2,1,0
Erik Lorig,TAM,RB,26,16,7,19,12,0,0,0,0,0,0,83,1,26.3,0,0,0
Mewelde Moore,IND,RB,30,9,0,8,6,0,0,0,20,0,13,77,1,19.7,0,1,1
Matthew Mulligan,STL,TE,27,16,9,12,8,0,0,0,0,0,0,84,1,22.4,0,0,0
Jordan Norwood,CLE,WR,26,2,0,19,13,0,0,0,1,0,1,137,0,26.8,0,0,0
Anthony Allen,BAL,RB,24,16,0,4,2,0,0,0,61,1,16,12,0,15.3,0,0,0
Cole Beasley,DAL,WR,23,10,0,24,15,0,0,0,0,0,0,128,0,27.8,0,0,0
Kevin Boss,KAN,TE,28,2,2,3,3,0,0,0,0,0,0,65,1,15.5,0,0,0
Stanley Havili,PHI,RB,25,15,2,12,7,0,0,0,22,1,6,43,0,19.5,0,0,0
Henry Hynoski,NYG,RB,24,16,11,15,11,0,0,0,20,0,5,50,1,24.0,0,0,0
Jeff King,ARI,TE,29,16,12,29,17,0,0,0,0,0,0,129,0,29.9,0,0,0
Ryan Lindley,ARI,QB,23,6,4,0,0,752,0,171,7,0,4,0,0,12.8,7,3,2
Leonard Pope,PIT,TE,29,16,2,4,3,0,0,0,0,0,0,9,2,15.9,0,0,0
Lee Smith,BUF,WR,25,16,7,4,4,0,0,0,0,0,0,13,2,17.3,0,0,0
Steve Smith,STL,WR,27,9,2,25,14,0,0,0,0,0,0,131,0,27.1,0,0,0
Armanti Edwards,CAR,WR,24,16,0,9,5,0,0,1,0,0,0,121,0,17.1,0,0,0
Trindon Holliday,2TM,WR,26,15,0,2,2,0,0,0,0,0,0,17,0,13.7,0,6,1
Greg McElroy,NYJ,QB,24,2,1,0,0,214,1,31,30,0,8,0,0,11.6,1,1,1
John Phillips,DAL,TE,25,16,9,10,8,0,0,0,0,0,0,55,1,19.5,0,0,0
Kealoha Pilares,CAR,WR,24,8,0,4,2,0,0,0,17,0,1,42,1,13.9,0,0,0
Donte' Stallworth,NWE,WR,32,1,0,2,1,0,0,0,0,0,0,63,1,13.3,0,0,0
Tim Tebow,NYJ,TE,25,12,2,1,0,39,0,8,102,0,32,0,0,11.8,0,0,0
Marcus Thigpen,MIA,RB,26,16,0,2,1,0,0,0,8,0,1,15,0,13.3,0,1,1
Keith Toston,JAX,RB,25,5,1,4,3,0,0,0,74,0,17,41,0,14.5,0,0,0
Lawrence Vickers,DAL,RB,29,16,6,15,13,0,0,0,11,0,3,104,0,24.5,0,0,0
Josh Cooper,CLE,WR,23,6,0,19,8,0,0,0,0,0,0,106,0,18.6,0,0,0
Lance Dunbar,DAL,RB,22,12,0,12,6,0,0,0,75,0,21,33,0,16.8,0,1,0
Kevin Elliott,JAX,WR,24,13,1,31,10,0,0,0,0,0,0,108,0,20.8,0,0,0
Michael Hoomanawanui,NWE,TE,24,14,6,7,5,0,0,0,0,0,0,109,0,15.9,0,0,0
Plaxico Burress,PIT,WR,35,4,3,7,3,0,0,0,0,0,0,42,1,13.2,0,0,0
Stephen Burton,MIN,WR,23,12,1,11,5,0,0,0,0,0,0,35,1,14.5,0,0,0
Orson Charles,CIN,TE,21,16,6,10,8,0,0,0,0,0,0,101,0,18.1,0,0,0
Drew Davis,ATL,WR,23,16,0,5,4,0,0,0,0,0,0,40,1,14.0,0,0,0
Thaddeus Lewis,CLE,QB,27,1,1,0,0,204,1,32,3,0,1,0,0,10.5,1,0,0
Bruce Miller,SFO,RB,25,16,13,13,12,0,0,0,18,0,5,84,0,22.2,0,0,0
Kyle Orton,DAL,QB,30,1,0,0,0,89,1,10,0,0,0,0,0,9.6,0,0,0
Bear Pascoe,NYG,TE,26,15,3,9,4,0,0,0,0,0,0,35,1,13.5,0,0,0
Brian Robiskie,DET,WR,25,6,0,6,4,0,0,0,0,0,0,44,1,14.4,0,0,0
Phillip Tanner,DAL,RB,24,14,0,5,4,0,0,0,61,0,25,41,0,14.2,0,0,0
David Ausberry,OAK,TE,25,16,0,12,7,0,0,0,0,0,0,92,0,16.2,0,0,0
Dorin Dickerson,BUF,RB,24,11,0,15,9,0,0,0,-8,0,1,117,0,17.9,0,1,1
Daniel Fells,NWE,WR,29,13,4,10,4,0,0,0,0,0,0,85,0,12.5,0,0,0
James Hanna,DAL,TE,23,16,2,11,8,0,0,0,0,0,0,86,0,16.6,0,0,0
Todd Heap,ARI,TE,32,2,1,13,8,0,0,0,0,0,0,94,0,17.4,0,0,0
Colt McCoy,CLE,QB,26,3,0,0,0,79,1,17,15,0,4,0,0,8.7,0,0,0
Matt Moore,MIA,QB,28,2,0,3,0,131,1,19,-3,0,5,0,0,8.9,0,0,0
Richard Murphy,JAX,RB,26,5,0,1,0,0,0,0,92,0,23,0,0,9.2,0,0,0
Matt Spaeth,CHI,TE,29,16,8,10,6,0,0,0,0,0,0,28,1,14.8,0,0,0
Matt Willis,DEN,WR,28,15,0,22,10,0,0,0,0,0,0,90,0,19.0,0,0,0
Nate Byham,TAM,TE,24,11,2,4,3,0,0,0,0,0,0,18,1,10.8,0,0,0
Terrance Copper,KAN,WR,30,15,0,12,8,0,0,0,1,0,1,79,0,16.0,0,0,0
Jason Hill,NYJ,WR,27,4,0,3,2,0,0,0,0,0,0,15,1,9.5,0,0,0
Michael Palmer,ATL,TE,24,13,2,6,6,0,0,0,0,0,0,22,1,14.2,0,0,0
DeVier Posey,HOU,WR,22,11,0,14,6,0,0,0,-3,0,1,87,0,14.4,0,0,0
Konrad Reuland,NYJ,TE,25,16,3,16,11,0,0,0,0,0,0,83,0,19.3,0,0,0
Kahlil Bell,2TM,RB,26,7,0,2,2,0,0,0,76,0,29,13,0,8.9,0,1,1
Steve Breaston,KAN,WR,29,10,4,15,7,0,0,0,0,0,0,74,0,14.4,0,1,0
Rhett Ellison,MIN,RB,24,16,7,9,7,0,0,0,0,0,0,65,0,13.5,0,0,0
Jabar Gaffney,MIA,WR,32,3,0,10,4,0,0,0,0,0,0,68,0,10.8,0,0,0
Richard Gordon,OAK,TE,25,13,1,7,2,0,0,0,0,0,0,9,1,8.9,0,0,0
Brandon Jackson,CLE,RB,27,2,0,4,2,0,0,0,54,0,8,20,0,9.4,0,0,0
Greg Jones,JAX,RB,31,12,4,14,11,0,0,0,8,0,5,64,0,18.2,0,0,0
Le'Ron McClain,SDG,RB,28,16,9,10,8,0,0,0,42,0,14,29,0,15.1,0,0,0
Jamar Newsome,KAN,WR,25,6,2,16,5,0,0,0,0,0,0,73,0,12.3,0,0,0
Ben Obomanu,SEA,WR,29,8,0,9,4,0,0,0,11,0,1,58,0,10.9,0,0,0
David Reed,BAL,WR,25,5,0,6,5,0,0,0,0,0,0,66,0,11.6,0,0,0
Cyrus Gray,KAN,RB,23,10,0,3,2,0,0,0,44,0,7,18,0,8.2,0,0,0
Ladarius Green,SDG,WR,22,4,1,4,4,0,0,0,0,0,0,56,0,9.6,0,0,0
Virgil Green,DEN,TE,24,12,2,6,5,0,0,0,0,0,0,63,0,11.3,0,0,0
Lavelle Hawkins,TEN,WR,26,7,1,11,5,0,0,0,0,0,0,62,0,11.2,0,0,0
Lex Hilliard,2TM,RB,28,14,9,9,4,0,0,0,33,0,9,23,0,9.6,0,0,0
Deji Karim,IND,,26,3,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0
Chris Pressley,CIN,RB,26,14,7,3,1,0,0,0,0,0,0,1,1,7.1,0,0,0
Michael Preston,TEN,WR,23,4,0,6,5,0,0,0,0,0,0,59,0,10.9,0,0,0
D.J. Williams,GNB,TE,24,13,2,15,7,0,0,0,0,0,0,57,0,12.7,0,0,0
Seyi Ajirotutu,SDG,WR,25,3,1,4,3,0,0,0,0,0,0,45,0,7.5,0,0,0
Brandon Banks,WAS,WR,25,12,0,8,8,0,0,0,36,0,7,15,0,13.1,0,4,0
Garrett Celek,SFO,TE,24,13,0,7,4,0,0,0,0,0,0,51,0,9.1,0,0,0
Josh Cribbs,CLE,WR,29,16,2,11,7,0,0,0,42,0,6,63,0,11.5,0,6,3
Roy Helu,WAS,RB,24,3,0,7,7,0,0,0,2,0,2,45,0,11.7,0,0,0
Quinn Johnson,TEN,RB,26,16,8,8,5,0,0,0,5,0,4,40,0,9.5,0,0,0
Steve Maneri,KAN,TE,24,13,8,12,5,0,0,0,0,0,0,51,0,10.1,0,0,0
Randy McMichael,SDG,TE,33,16,10,13,9,0,0,0,0,0,0,51,0,14.1,0,1,0
David Paulson,PIT,TE,23,16,5,11,7,0,0,0,0,0,0,51,0,12.1,0,1,0
Isaiah Pead,STL,RB,23,15,1,4,3,0,0,0,54,0,10,16,0,8.0,0,2,1
Alex Smith,CLE,TE,30,12,2,18,13,0,0,0,0,0,0,47,0,17.7,0,0,0
Taylor Thompson,TEN,TE,23,16,4,14,6,0,0,0,0,0,0,46,0,10.6,0,0,0
Ryan Whalen,CIN,WR,23,9,0,12,7,0,0,0,0,0,0,53,0,12.3,0,0,0
Devon Wylie,KAN,WR,24,6,1,12,6,0,0,0,0,0,0,53,0,11.3,0,0,0
Kyle Adams,CHI,TE,24,15,2,8,4,0,0,0,0,0,0,40,0,8.0,0,0,0
Arrelious Benn,TAM,WR,24,8,1,6,4,0,0,0,16,0,3,26,0,8.2,0,1,0
Greg Camarillo,NOR,WR,30,5,0,5,4,0,0,0,0,0,0,44,0,8.4,0,0,0
John Carlson,MIN,TE,28,14,6,14,8,0,0,0,0,0,0,43,0,12.3,0,0,0
Toney Clemons,JAX,WR,24,4,0,11,3,0,0,0,0,0,0,41,0,7.1,0,0,0
Nate Eachus,KAN,RB,22,11,2,3,1,0,0,0,18,0,5,19,0,4.7,0,0,0
Jerome Felton,MIN,RB,26,16,7,4,3,0,0,0,0,0,0,35,0,6.5,0,0,0
Charly Martin,SEA,WR,28,4,1,6,4,0,0,0,0,0,0,42,0,8.2,0,0,0
Ruvell Martin,BUF,WR,30,14,0,6,4,0,0,0,0,0,0,41,0,8.1,0,0,0
Bernard Scott,CIN,RB,28,2,0,0,0,0,0,0,35,0,8,0,0,3.5,0,0,0
Anthony Sherman,ARI,RB,24,13,4,8,5,0,0,0,0,0,0,39,0,8.9,0,0,0
Kris Adams,IND,WR,25,3,0,8,2,0,0,0,0,0,0,26,0,4.6,0,0,0
Jarrett Boykin,GNB,WR,23,10,0,6,5,0,0,0,0,0,0,27,0,7.7,0,0,0
Travaris Cadet,NOR,RB,23,13,0,8,5,0,0,0,5,0,1,44,0,7.9,0,1,1
Andre Caldwell,DEN,WR,27,8,0,4,1,0,0,0,14,0,1,18,0,4.2,0,0,0
Ben Hartsock,CAR,TE,32,15,5,3,2,0,0,0,0,0,0,30,0,5.0,0,0,0
Jerrel Jernigan,NYG,WR,23,9,0,5,3,0,0,0,6,0,1,22,0,5.8,0,1,0
Taiwan Jones,OAK,RB,24,14,0,2,2,0,0,0,21,0,6,11,0,5.2,0,1,0
Jermaine Kearse,SEA,WR,22,7,1,7,3,0,0,0,0,0,0,31,0,6.1,0,0,0
Matt Leinart,OAK,QB,29,2,0,0,0,115,0,33,0,0,0,0,0,2.6,1,0,0
Mike McNeill,STL,TE,24,14,1,7,4,0,0,0,0,0,0,31,0,7.1,0,0,0
David Nelson,BUF,TE,26,1,1,5,2,0,0,0,0,0,0,31,0,5.1,0,0,0
Javon Ringer,TEN,RB,25,2,0,5,3,0,0,0,14,0,2,12,0,5.6,0,0,0
Deonte Thompson,BAL,WR,23,6,0,6,5,0,0,0,0,0,0,51,0,8.1,0,1,1
Eric Weems,CHI,WR,27,16,1,4,2,0,0,0,0,0,0,27,0,4.7,0,1,0
Johnny White,2TM,RB,24,7,0,0,0,0,0,0,34,0,8,0,0,3.4,0,0,0
T.J. Yates,HOU,QB,25,4,0,0,0,38,0,10,-1,1,2,0,0,3.4,1,2,1
Derek Anderson,CAR,QB,29,2,0,0,0,58,0,4,0,0,0,0,0,2.3,0,0,0
Dezmon Briscoe,WAS,WR,23,7,0,5,2,0,0,0,1,0,1,22,0,4.3,0,0,0
Chase Daniel,NOR,QB,26,16,0,0,0,10,0,1,17,0,3,0,0,2.1,0,0,0
Jim Dray,ARI,TE,26,13,0,2,2,0,0,0,0,0,0,15,0,3.5,0,0,0
Matt Flynn,SEA,QB,27,3,0,0,0,68,0,9,-5,0,4,0,0,2.2,0,0,0
Mardy Gilyard,2TM,WR,26,8,0,6,2,0,0,0,0,0,0,15,0,3.5,0,0,0
Bruce Gradkowski,CIN,QB,29,2,0,0,0,65,0,11,-2,0,4,0,0,2.4,0,1,0
Cory Harkey,STL,RB,22,5,0,2,1,0,0,0,0,0,0,21,0,3.1,0,0,0
Kregg Lumpkin,NYG,RB,28,5,0,2,0,0,0,0,42,0,9,0,0,2.2,0,1,1
Collin Mooney,TEN,RB,26,2,0,0,0,0,0,0,19,0,5,0,0,1.9,0,0,0
Jake O'Connell,KAN,TE,27,8,0,3,3,0,0,0,0,0,0,18,0,4.8,0,0,0
Dan Orlovsky,TAM,QB,29,1,0,0,0,51,0,7,0,0,0,0,0,2.0,0,0,0
Chris Owusu,TAM,WR,22,5,0,4,1,0,0,0,0,0,0,24,0,3.4,0,0,0
Evan Rodriguez,CHI,TE,24,12,5,8,4,0,0,0,0,0,0,21,0,6.1,0,0,0
Weslye Saunders,IND,TE,23,11,4,4,2,0,0,0,0,0,0,15,0,3.5,0,0,0
Alfonso Smith,ARI,RB,25,11,0,3,2,0,0,0,0,0,0,21,0,4.1,0,0,0
Hayden Smith,NYJ,TE,27,5,0,1,1,0,0,0,0,0,0,16,0,2.6,0,0,0
Anthony Armstrong,2TM,WR,29,6,0,9,3,0,0,0,0,0,0,12,0,4.2,0,0,0
Matt Asiata,MIN,RB,25,16,0,1,1,0,0,0,9,0,3,2,0,2.1,0,0,0
LaRon Byrd,ARI,WR,23,4,0,2,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Shaun Chapas,DET,RB,24,3,1,2,1,0,0,0,0,0,0,6,0,1.6,0,0,0
Chase Coffman,ATL,TE,26,5,0,1,1,0,0,0,0,0,0,12,0,2.2,0,0,0
Austin Collie,IND,WR,27,1,0,1,1,0,0,0,0,0,0,6,0,1.6,0,0,0
Chris Cooley,WAS,TE,30,9,2,3,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Trent Edwards,PHI,QB,29,1,0,1,0,14,0,2,0,0,0,0,0,0.6,0,0,0
Tommy Gallarda,ATL,TE,24,9,0,4,1,0,0,0,0,0,0,7,0,1.7,0,0,0
David Gilreath,PIT,WR,24,3,0,2,0,0,0,0,7,0,1,0,0,0.7,0,0,0
Jonathan Grimes,2TM,RB,23,9,0,2,2,0,0,0,6,0,2,7,0,3.3,0,0,0
Chris Gronkowski,DEN,RB,26,14,0,1,1,0,0,0,0,0,0,11,0,2.1,0,0,0
Dan Herron,CIN,RB,23,3,0,1,0,0,0,0,5,0,4,0,0,0.5,0,0,0
Andre Holmes,DAL,WR,24,7,0,2,2,0,0,0,0,0,0,11,0,3.1,0,0,0
Robert Hughes,IND,RB,23,5,1,1,1,0,0,0,5,0,1,3,0,1.8,0,0,0
Brandon Jacobs,SFO,RB,30,2,0,0,0,0,0,0,7,0,5,0,0,0.7,0,0,0
Dominique Jones,IND,RB,25,4,1,1,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Stefan Logan,DET,RB,31,16,0,7,6,0,0,0,17,0,3,28,0,6.5,0,6,2
Reagan Maui'a,ARI,RB,28,3,1,1,1,0,0,0,0,0,0,7,0,1.7,0,0,0
Corey McIntyre,BUF,RB,33,16,3,2,1,0,0,0,0,0,0,9,0,1.9,0,0,0
Evan Moore,2TM,TE,27,15,1,8,1,0,0,0,0,0,0,6,0,1.6,0,0,0
Preston Parker,TAM,WR,25,2,0,2,0,0,0,0,7,0,1,0,0,0.7,0,0,0
Lousaka Polite,ATL,RB,31,6,5,7,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Zach Potter,JAX,TE,26,16,5,7,2,0,0,0,0,0,0,6,0,2.6,0,0,0
Allen Reisner,MIN,TE,24,4,0,2,1,0,0,0,0,0,0,13,0,2.3,0,0,0
Courtney Roby,NOR,WR,29,13,0,2,1,0,0,0,0,0,0,9,0,1.9,0,0,0
Dane Sanzenbacher,CHI,WR,24,5,0,3,1,0,0,0,0,0,0,7,0,1.7,0,0,0
Da'Rel Scott,NYG,RB,24,4,0,0,0,0,0,0,9,0,6,0,0,0.9,0,0,0
Rusty Smith,TEN,QB,25,1,0,0,0,34,0,5,0,0,0,0,0,1.4,0,0,0
Isaiah Stanback,JAX,WR,28,6,0,1,1,0,0,0,0,0,0,6,0,1.6,0,0,0
Sammie Stroughter,TAM,WR,26,2,0,2,1,0,0,0,0,0,0,14,0,2.4,0,0,0
Will Ta'ufo'ou,JAX,RB,26,6,1,1,1,0,0,0,0,0,0,5,0,1.5,0,0,0
Ryan Taylor,GNB,TE,25,16,1,1,1,0,0,0,0,0,0,11,0,2.1,0,0,0
Tyler Thigpen,BUF,QB,28,4,0,0,0,30,0,5,-1,0,1,0,0,1.1,0,0,0
Jordan Todman,JAX,RB,22,1,0,1,1,0,0,0,8,0,3,0,0,1.8,0,0,0
Jordan White,NYJ,WR,24,3,0,3,1,0,0,0,0,0,0,13,0,2.3,0,0,0
Keiland Williams,2TM,RB,26,14,0,2,2,0,0,0,3,0,2,9,0,3.2,0,0,0
Kellen Winslow,NWE,TE,29,1,0,2,1,0,0,0,0,0,0,12,0,2.2,0,0,0
Kamar Aiken,NWE,,23,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Joe Anderson,CHI,,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Billy Bajema,BAL,,30,8,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Brandon Barden,TEN,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,
Travis Beckum,NYG,,25,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Josh Bellamy,KAN,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Allen Bradford,SEA,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,
Richie Brockel,CAR,,26,16,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Mike Brown,JAX,,23,2,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Deon Butler,SEA,,26,1,0,,0,0,0,0,0,0,0,0,0,,0,,
David Carr,NYG,QB,33,2,0,0,0,19,0,3,-3,0,3,0,0,0.5,0,1,0
Kellen Clemens,STL,QB,29,2,0,0,0,39,0,3,5,0,2,0,0,0.1,1,1,0
Colin Cloherty,JAX,,25,1,0,,,,,,,,,,,,,,
Kevin Cone,ATL,,24,12,0,1,0,0,0,0,0,0,0,0,0,,0,,0
John Conner,2TM,,25,5,2,2,0,0,0,0,0,0,0,0,0,,0,,0
Quan Cosby,JAX,,30,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Mike Cox,ATL,RB,27,8,7,3,3,0,0,0,0,0,0,22,0,,,0,
David Douglas,TAM,,23,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Michael Egnew,MIA,,23,2,0,,0,0,0,0,0,0,0,0,0,,0,,
Darren Evans,TEN,,24,1,0,,0,0,0,0,0,0,0,0,0,,0,,
Terrance Ganaway,STL,,24,3,0,,0,0,0,0,0,0,0,0,0,,0,,
