Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Donteea Dye,TAM,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Isaac Fruechte,MIN,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Aaron Green,LAR,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Glenn Gronkowski,BUF,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Russell Hansbrough,TAM,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cory Harkey,LAR,,26,12,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Clark Harris,CIN,,32,13,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Temarrick Hemingway,LAR,,23,8,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chad Henne,JAX,QB,31,1,0,0,0,0,0,0,-2,0,1,0,0,-0.2,0,0,0
Julian Howsare,NYJ,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Joe Kerridge,GNB,RB,24,8,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
Jake Lampman,NOR,,23,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khari Lee,DET,,24,8,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Dezmin Lewis,BUF,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Tony Lippett,MIA,,24,16,13,0,0,0,0,0,0,0,0,0,0,,0,0,0
Vince Mayle,DAL,,25,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tre McBride,TEN,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
A.J. McCarron,CIN,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
David Morgan,MIN,TE,23,12,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Marcus Murphy,NOR,RB,25,3,0,1,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Troy Niklas,ARI,TE,24,3,2,2,1,0,0,0,0,0,0,0,0,1.0,0,0,0
James O'Shaughnessy,KAN,TE,24,16,3,3,2,0,0,0,0,0,0,-1,0,1.9,0,0,0
Ryan O'Malley,OAK,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jordan Payton,CLE,WR,23,4,0,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Demarcus Robinson,KAN,,22,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khiry Robinson,NYJ,RB,27,1,0,0,0,0,0,0,22,0,8,0,0,0.2,0,1,1
Mark Sanchez,DAL,QB,30,2,0,0,0,93,0,18,-2,0,4,0,0,-0.5,2,0,0
Matt Schaub,ATL,QB,35,4,0,0,0,16,0,3,-2,0,2,0,0,0.4,0,0,0
Rashawn Scott,MIA,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Scott Simonson,CAR,,24,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Rod Smith,DAL,RB,24,7,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Tevaun Smith,IND,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nate Solder,NWE,,28,15,15,0,0,0,0,0,0,0,0,0,0,,0,,0
Randall Telfer,CLE,TE,24,14,5,7,2,0,0,0,0,0,0,4,0,2.4,0,0,0
Eric Tomlinson,NYJ,,24,7,5,0,0,0,0,0,0,0,0,0,0,,0,,0
Hakeem Valles,ARI,,24,11,1,2,0,0,0,0,0,0,0,0,0,,0,,0
Joe Webb,CAR,WR,30,14,0,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Eric Weems,ATL,,31,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kasen Williams,SEA,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Maxx Williams,BAL,,22,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
T.J. Yates,MIA,,29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bralon Addison,CHI,RB,23,2,0,1,1,0,0,0,4,0,1,11,0,0.5,0,1,1
Sean Mannion,LAR,QB,24,1,0,0,0,19,0,6,-1,0,1,0,0,-1.3,1,1,0
Tyler Ervin,HOU,RB,23,12,0,5,3,0,0,0,3,0,1,18,0,1.1,0,3,2
Brett Hundley,GNB,QB,23,4,0,0,0,17,0,10,-2,0,3,0,0,-1.5,1,1,0
Keshawn Martin,SFO,,26,1,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,1,1
Kalif Raymond,DEN,,22,4,0,2,0,0,0,0,0,0,0,0,0,-2.0,0,2,1
Matthew Slater,NWE,WR,31,13,0,1,0,0,0,0,5,0,1,0,0,-1.5,0,2,1
